;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 14/10/2014 14:27:41
;----------------------------------------------

;Address Opcode 	ASM
;MAIN.c,45 :: 		KP_R1 = 1;      // SCAN KEYPAD ON FOURTH ROW: 1, 2, 3, A
0x0163	0x1408      	BSF        PORTD, 0
;MAIN.c,46 :: 		KP_R2 = 1;      KP_R3 = 1;     KP_R4 = 0;
0x0164	0x1488      	BSF        PORTD, 1
0x0165	0x1508      	BSF        PORTD, 2
0x0166	0x1188      	BCF        PORTD, 3
;MAIN.c,47 :: 		VDelay_ms(t);
0x0167	0x0834      	MOVF       _t, 0
0x0168	0x00BE      	MOVWF      FARG_VDelay_ms_Time_ms
0x0169	0x01BF      	CLRF       FARG_VDelay_ms_Time_ms+1
0x016A	0x2051      	CALL       _VDelay_ms
;MAIN.c,48 :: 		if (KP_C1 == 0) return '1';    // KEY '1' IS PRESSED
0x016B	0x1806      	BTFSC      PORTB, 0
0x016C	0x2970      	GOTO       L_keypad_read9
0x016D	0x3031      	MOVLW      49
0x016E	0x00F0      	MOVWF      R0
0x016F	0x2980      	GOTO       L_end_keypad_read
L_keypad_read9:
;MAIN.c,49 :: 		if (KP_C2 == 0) return '2';    // KEY '2' IS PRESSED
0x0170	0x1886      	BTFSC      PORTB, 1
0x0171	0x2975      	GOTO       L_keypad_read10
0x0172	0x3032      	MOVLW      50
0x0173	0x00F0      	MOVWF      R0
0x0174	0x2980      	GOTO       L_end_keypad_read
L_keypad_read10:
;MAIN.c,50 :: 		if (KP_C3 == 0) return '3';    // KEY '3' IS PRESSED
0x0175	0x1906      	BTFSC      PORTB, 2
0x0176	0x297A      	GOTO       L_keypad_read11
0x0177	0x3033      	MOVLW      51
0x0178	0x00F0      	MOVWF      R0
0x0179	0x2980      	GOTO       L_end_keypad_read
L_keypad_read11:
;MAIN.c,51 :: 		VDelay_ms(t);
0x017A	0x0834      	MOVF       _t, 0
0x017B	0x00BE      	MOVWF      FARG_VDelay_ms_Time_ms
0x017C	0x01BF      	CLRF       FARG_VDelay_ms_Time_ms+1
0x017D	0x2051      	CALL       _VDelay_ms
;MAIN.c,52 :: 		return 0xFF;                                   // IF NO KEY PRESS, RETURN 0xFF
0x017E	0x30FF      	MOVLW      255
0x017F	0x00F0      	MOVWF      R0
;MAIN.c,53 :: 		}                                                // KEYPAD READ FUNCTION - END
L_end_keypad_read:
0x0180	0x0008      	RETURN
; end of _keypad_read
_keypad_wait:
;MAIN.c,85 :: 		unsigned char keypad_wait(void){
;MAIN.c,86 :: 		c_pressed_key = 0xFF;                        // WAIT UNTIL THE KEY IS PRESSED!
0x0181	0x30FF      	MOVLW      255
0x0182	0x1283      	BCF        STATUS, 5
0x0183	0x1303      	BCF        STATUS, 6
0x0184	0x00B3      	MOVWF      _c_pressed_key
;MAIN.c,87 :: 		do{c_pressed_key = keypad_read();}
L_keypad_wait17:
0x0185	0x2110      	CALL       _keypad_read
0x0186	0x0870      	MOVF       R0, 0
0x0187	0x00B3      	MOVWF      _c_pressed_key
;MAIN.c,88 :: 		while(c_pressed_key == 0xFF);               // WAIT UNTIL THE KEY IS RELEASED!
0x0188	0x0870      	MOVF       R0, 0
0x0189	0x3AFF      	XORLW      255
0x018A	0x1903      	BTFSC      STATUS, 2
0x018B	0x2985      	GOTO       L_keypad_wait17
;MAIN.c,89 :: 		while(keypad_read() != 0xFF);
L_keypad_wait20:
0x018C	0x2110      	CALL       _keypad_read
0x018D	0x0870      	MOVF       R0, 0
0x018E	0x3AFF      	XORLW      255
0x018F	0x1903      	BTFSC      STATUS, 2
0x0190	0x2992      	GOTO       L_keypad_wait21
0x0191	0x298C      	GOTO       L_keypad_wait20
L_keypad_wait21:
;MAIN.c,90 :: 		return c_pressed_key;
0x0192	0x0833      	MOVF       _c_pressed_key, 0
0x0193	0x00F0      	MOVWF      R0
;MAIN.c,91 :: 		}                                                // END "keypad_wait" FUNCTION
L_end_keypad_wait:
0x0194	0x0008      	RETURN
; end of _keypad_wait
_Lcd_Out:
;__Lib_Lcd.c,184 :: 		
;__Lib_Lcd.c,187 :: 		
0x0195	0x29A7      	GOTO       L_Lcd_Out11
;__Lib_Lcd.c,188 :: 		
L_Lcd_Out13:
0x0196	0x3080      	MOVLW      128
0x0197	0x1283      	BCF        STATUS, 5
0x0198	0x1303      	BCF        STATUS, 6
0x0199	0x00B9      	MOVWF      FARG_Lcd_Out_row
0x019A	0x29BA      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,189 :: 		
L_Lcd_Out14:
0x019B	0x30C0      	MOVLW      192
0x019C	0x00B9      	MOVWF      FARG_Lcd_Out_row
0x019D	0x29BA      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,190 :: 		
L_Lcd_Out15:
0x019E	0x3094      	MOVLW      148
0x019F	0x00B9      	MOVWF      FARG_Lcd_Out_row
0x01A0	0x29BA      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,191 :: 		
L_Lcd_Out16:
0x01A1	0x30D4      	MOVLW      212
0x01A2	0x00B9      	MOVWF      FARG_Lcd_Out_row
0x01A3	0x29BA      	GOTO       L_Lcd_Out12
;__Lib_Lcd.c,192 :: 		
L_Lcd_Out17:
0x01A4	0x3080      	MOVLW      128
0x01A5	0x00B9      	MOVWF      FARG_Lcd_Out_row
;__Lib_Lcd.c,193 :: 		
0x01A6	0x29BA      	GOTO       L_Lcd_Out12
L_Lcd_Out11:
0x01A7	0x1283      	BCF        STATUS, 5
0x01A8	0x1303      	BCF        STATUS, 6
0x01A9	0x0839      	MOVF       FARG_Lcd_Out_row, 0
0x01AA	0x3A01      	XORLW      1
0x01AB	0x1903      	BTFSC      STATUS, 2
0x01AC	0x2996      	GOTO       L_Lcd_Out13
0x01AD	0x0839      	MOVF       FARG_Lcd_Out_row, 0
0x01AE	0x3A02      	XORLW      2
0x01AF	0x1903      	BTFSC      STATUS, 2
0x01B0	0x299B      	GOTO       L_Lcd_Out14
0x01B1	0x0839      	MOVF       FARG_Lcd_Out_row, 0
0x01B2	0x3A03      	XORLW      3
0x01B3	0x1903      	BTFSC      STATUS, 2
0x01B4	0x299E      	GOTO       L_Lcd_Out15
0x01B5	0x0839      	MOVF       FARG_Lcd_Out_row, 0
0x01B6	0x3A04      	XORLW      4
0x01B7	0x1903      	BTFSC      STATUS, 2
0x01B8	0x29A1      	GOTO       L_Lcd_Out16
0x01B9	0x29A4      	GOTO       L_Lcd_Out17
L_Lcd_Out12:
;__Lib_Lcd.c,194 :: 		
0x01BA	0x033A      	DECF       FARG_Lcd_Out_column, 0
0x01BB	0x00F0      	MOVWF      R0
0x01BC	0x0839      	MOVF       FARG_Lcd_Out_row, 0
0x01BD	0x07F0      	ADDWF      R0, 1
0x01BE	0x0870      	MOVF       R0, 0
0x01BF	0x00B9      	MOVWF      FARG_Lcd_Out_row
;__Lib_Lcd.c,196 :: 		
0x01C0	0x0870      	MOVF       R0, 0
0x01C1	0x00BE      	MOVWF      FARG_Lcd_Cmd_out_char
0x01C2	0x20C1      	CALL       _Lcd_Cmd
;__Lib_Lcd.c,197 :: 		
0x01C3	0x1035      	BCF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,198 :: 		
0x01C4	0x01BC      	CLRF       Lcd_Out_i_L0
;__Lib_Lcd.c,199 :: 		
L_Lcd_Out18:
0x01C5	0x083C      	MOVF       Lcd_Out_i_L0, 0
0x01C6	0x073B      	ADDWF      FARG_Lcd_Out_text, 0
0x01C7	0x0084      	MOVWF      FSR
0x01C8	0x0800      	MOVF       INDF, 0
0x01C9	0x1903      	BTFSC      STATUS, 2
0x01CA	0x29D3      	GOTO       L_Lcd_Out19
;__Lib_Lcd.c,200 :: 		
0x01CB	0x083C      	MOVF       Lcd_Out_i_L0, 0
0x01CC	0x073B      	ADDWF      FARG_Lcd_Out_text, 0
0x01CD	0x0084      	MOVWF      FSR
0x01CE	0x0800      	MOVF       INDF, 0
0x01CF	0x00BD      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x01D0	0x2108      	CALL       _Lcd_Chr_CP
0x01D1	0x0ABC      	INCF       Lcd_Out_i_L0, 1
0x01D2	0x29C5      	GOTO       L_Lcd_Out18
L_Lcd_Out19:
;__Lib_Lcd.c,201 :: 		
0x01D3	0x1435      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,202 :: 		
L_end_Lcd_Out:
0x01D4	0x0008      	RETURN
; end of _Lcd_Out
___CC2DW:
;__Lib_System.c,134 :: 		
;__Lib_System.c,137 :: 		
_CC2D_Loop1:
;__Lib_System.c,139 :: 		
0x01D5	0x2101      	CALL       _____DoICP
0x01D6	0x118A      	BCF        PCLATH, 3
0x01D7	0x120A      	BCF        PCLATH, 4
;__Lib_System.c,141 :: 		
0x01D8	0x0080      	MOVWF      INDF
;__Lib_System.c,142 :: 		
0x01D9	0x0A84      	INCF       FSR, 1
;__Lib_System.c,143 :: 		
0x01DA	0x0AB7      	INCF       ___DoICPAddr, 1
;__Lib_System.c,145 :: 		
0x01DB	0x1903      	BTFSC      STATUS, 2
;__Lib_System.c,146 :: 		
0x01DC	0x0AB8      	INCF       ___DoICPAddr+1, 1
;__Lib_System.c,147 :: 		
0x01DD	0x03F0      	DECF       R0, 1
;__Lib_System.c,149 :: 		
0x01DE	0x1D03      	BTFSS      STATUS, 2
;__Lib_System.c,150 :: 		
0x01DF	0x29D5      	GOTO       _CC2D_Loop1
;__Lib_System.c,152 :: 		
L_end___CC2DW:
0x01E0	0x0008      	RETURN
; end of ___CC2DW
_Lcd_Init:
;__Lib_Lcd.c,84 :: 		
;__Lib_Lcd.c,86 :: 		
0x01E1	0x1683      	BSF        STATUS, 5
0x01E2	0x1303      	BCF        STATUS, 6
0x01E3	0x1089      	BCF        LCD_EN_Direction, BitPos(LCD_EN_Direction+0)
;__Lib_Lcd.c,87 :: 		
0x01E4	0x1109      	BCF        LCD_RS_Direction, BitPos(LCD_RS_Direction+0)
;__Lib_Lcd.c,88 :: 		
0x01E5	0x1208      	BCF        LCD_D4_Direction, BitPos(LCD_D4_Direction+0)
;__Lib_Lcd.c,89 :: 		
0x01E6	0x1288      	BCF        LCD_D5_Direction, BitPos(LCD_D5_Direction+0)
;__Lib_Lcd.c,90 :: 		
0x01E7	0x1308      	BCF        LCD_D6_Direction, BitPos(LCD_D6_Direction+0)
;__Lib_Lcd.c,91 :: 		
0x01E8	0x1388      	BCF        LCD_D7_Direction, BitPos(LCD_D7_Direction+0)
;__Lib_Lcd.c,93 :: 		
0x01E9	0x1283      	BCF        STATUS, 5
0x01EA	0x1089      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,94 :: 		
0x01EB	0x1109      	BCF        LCD_RS, BitPos(LCD_RS+0)
;__Lib_Lcd.c,95 :: 		
0x01EC	0x1388      	BCF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,96 :: 		
0x01ED	0x1308      	BCF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,97 :: 		
0x01EE	0x1288      	BCF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,98 :: 		
0x01EF	0x1208      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,100 :: 		
0x01F0	0x203D      	CALL       _Delay_5500us
;__Lib_Lcd.c,101 :: 		
0x01F1	0x203D      	CALL       _Delay_5500us
;__Lib_Lcd.c,102 :: 		
0x01F2	0x203D      	CALL       _Delay_5500us
;__Lib_Lcd.c,105 :: 		
0x01F3	0x1688      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,106 :: 		
0x01F4	0x1608      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,107 :: 		
0x01F5	0x1489      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,108 :: 		
0x01F6	0x2003      	CALL       _Delay_1us
;__Lib_Lcd.c,109 :: 		
0x01F7	0x1089      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,110 :: 		
0x01F8	0x203D      	CALL       _Delay_5500us
;__Lib_Lcd.c,112 :: 		
0x01F9	0x1489      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,113 :: 		
0x01FA	0x2003      	CALL       _Delay_1us
;__Lib_Lcd.c,114 :: 		
0x01FB	0x1089      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,115 :: 		
0x01FC	0x203D      	CALL       _Delay_5500us
;__Lib_Lcd.c,117 :: 		
0x01FD	0x1489      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,118 :: 		
0x01FE	0x2003      	CALL       _Delay_1us
;__Lib_Lcd.c,119 :: 		
0x01FF	0x1089      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,120 :: 		
0x0200	0x203D      	CALL       _Delay_5500us
;__Lib_Lcd.c,123 :: 		
0x0201	0x1208      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,124 :: 		
0x0202	0x1489      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,125 :: 		
0x0203	0x2003      	CALL       _Delay_1us
;__Lib_Lcd.c,126 :: 		
0x0204	0x1089      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,127 :: 		
0x0205	0x203D      	CALL       _Delay_5500us
;__Lib_Lcd.c,130 :: 		
0x0206	0x1489      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,131 :: 		
0x0207	0x2003      	CALL       _Delay_1us
;__Lib_Lcd.c,132 :: 		
0x0208	0x1089      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,134 :: 		
0x0209	0x1288      	BCF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,135 :: 		
0x020A	0x1788      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,136 :: 		
0x020B	0x1489      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,137 :: 		
0x020C	0x2003      	CALL       _Delay_1us
;__Lib_Lcd.c,138 :: 		
0x020D	0x1089      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,139 :: 		
0x020E	0x203D      	CALL       _Delay_5500us
;__Lib_Lcd.c,142 :: 		
0x020F	0x1388      	BCF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,143 :: 		
0x0210	0x1608      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,144 :: 		
0x0211	0x1489      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,145 :: 		
0x0212	0x2003      	CALL       _Delay_1us
;__Lib_Lcd.c,146 :: 		
0x0213	0x1089      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,148 :: 		
0x0214	0x1208      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,149 :: 		
0x0215	0x1489      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,150 :: 		
0x0216	0x2003      	CALL       _Delay_1us
;__Lib_Lcd.c,151 :: 		
0x0217	0x1089      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,152 :: 		
0x0218	0x203D      	CALL       _Delay_5500us
;__Lib_Lcd.c,155 :: 		
0x0219	0x1489      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,156 :: 		
0x021A	0x2003      	CALL       _Delay_1us
;__Lib_Lcd.c,157 :: 		
0x021B	0x1089      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,159 :: 		
0x021C	0x1608      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,160 :: 		
0x021D	0x1489      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,161 :: 		
0x021E	0x2003      	CALL       _Delay_1us
;__Lib_Lcd.c,162 :: 		
0x021F	0x1089      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,163 :: 		
0x0220	0x203D      	CALL       _Delay_5500us
;__Lib_Lcd.c,166 :: 		
0x0221	0x1208      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,167 :: 		
0x0222	0x1489      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,168 :: 		
0x0223	0x2003      	CALL       _Delay_1us
;__Lib_Lcd.c,169 :: 		
0x0224	0x1089      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,171 :: 		
0x0225	0x1788      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,172 :: 		
0x0226	0x1708      	BSF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,173 :: 		
0x0227	0x1688      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,174 :: 		
0x0228	0x1608      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,175 :: 		
0x0229	0x1489      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,176 :: 		
0x022A	0x2003      	CALL       _Delay_1us
;__Lib_Lcd.c,177 :: 		
0x022B	0x1089      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,179 :: 		
0x022C	0x203D      	CALL       _Delay_5500us
;__Lib_Lcd.c,181 :: 		
0x022D	0x1435      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,182 :: 		
L_end_Lcd_Init:
0x022E	0x0008      	RETURN
; end of _Lcd_Init
_main:
0x022F	0x1283      	BCF        STATUS, 5
0x0230	0x1303      	BCF        STATUS, 6
0x0231	0x01A0      	CLRF       _i
0x0232	0x01A1      	CLRF       33
0x0233	0x3050      	MOVLW      80
0x0234	0x00A2      	MOVWF      ?lstr1_MAIN
0x0235	0x3052      	MOVLW      82
0x0236	0x00A3      	MOVWF      35
0x0237	0x3045      	MOVLW      69
0x0238	0x00A4      	MOVWF      36
0x0239	0x3053      	MOVLW      83
0x023A	0x00A5      	MOVWF      37
0x023B	0x3053      	MOVLW      83
0x023C	0x00A6      	MOVWF      38
0x023D	0x3049      	MOVLW      73
0x023E	0x00A7      	MOVWF      39
0x023F	0x304F      	MOVLW      79
0x0240	0x00A8      	MOVWF      40
0x0241	0x304E      	MOVLW      78
0x0242	0x00A9      	MOVWF      41
0x0243	0x3041      	MOVLW      65
0x0244	0x00AA      	MOVWF      42
0x0245	0x3052      	MOVLW      82
0x0246	0x00AB      	MOVWF      43
0x0247	0x3020      	MOVLW      32
0x0248	0x00AC      	MOVWF      44
0x0249	0x3054      	MOVLW      84
0x024A	0x00AD      	MOVWF      45
0x024B	0x3045      	MOVLW      69
0x024C	0x00AE      	MOVWF      46
0x024D	0x3043      	MOVLW      67
0x024E	0x00AF      	MOVWF      47
0x024F	0x304C      	MOVLW      76
0x0250	0x00B0      	MOVWF      48
0x0251	0x3041      	MOVLW      65
0x0252	0x00B1      	MOVWF      49
0x0253	0x01B2      	CLRF       50
0x0254	0x30FF      	MOVLW      255
0x0255	0x00B3      	MOVWF      _c_pressed_key
0x0256	0x300A      	MOVLW      10
0x0257	0x00B4      	MOVWF      _t
;MAIN.c,55 :: 		void main(){
;MAIN.c,56 :: 		ADCON1 = 0x06;                                           // ALL I/O AS DIGITAL
0x0258	0x3006      	MOVLW      6
0x0259	0x1683      	BSF        STATUS, 5
0x025A	0x009F      	MOVWF      ADCON1
;MAIN.c,57 :: 		TRISB.RB0 = 1;    TRISB.RB1 = 1;    TRISB.RB2 = 1;       // C1, C2, C3
0x025B	0x1406      	BSF        TRISB, 0
0x025C	0x1486      	BSF        TRISB, 1
0x025D	0x1506      	BSF        TRISB, 2
;MAIN.c,58 :: 		TRISD.RD0 = 0;    TRISD.RD1 = 0;    TRISD.RD2 = 0;    TRISD.RD3 = 0;  // L1-4
0x025E	0x1008      	BCF        TRISD, 0
0x025F	0x1088      	BCF        TRISD, 1
0x0260	0x1108      	BCF        TRISD, 2
0x0261	0x1188      	BCF        TRISD, 3
;MAIN.c,61 :: 		LCD_init();
0x0262	0x21E1      	CALL       _Lcd_Init
;MAIN.c,62 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);
0x0263	0x300C      	MOVLW      12
0x0264	0x00BE      	MOVWF      FARG_Lcd_Cmd_out_char
0x0265	0x20C1      	CALL       _Lcd_Cmd
;MAIN.c,63 :: 		Lcd_Cmd(_LCD_CLEAR);
0x0266	0x3001      	MOVLW      1
0x0267	0x00BE      	MOVWF      FARG_Lcd_Cmd_out_char
0x0268	0x20C1      	CALL       _Lcd_Cmd
;MAIN.c,64 :: 		while(1){
L_main12:
;MAIN.c,67 :: 		LCD_Out(1,1,"PRESSIONAR TECLA");
0x0269	0x3001      	MOVLW      1
0x026A	0x00B9      	MOVWF      FARG_Lcd_Out_row
0x026B	0x3001      	MOVLW      1
0x026C	0x00BA      	MOVWF      FARG_Lcd_Out_column
0x026D	0x3022      	MOVLW      ?lstr1_MAIN
0x026E	0x00BB      	MOVWF      FARG_Lcd_Out_text
0x026F	0x2195      	CALL       _Lcd_Out
;MAIN.c,69 :: 		LCD_cmd(_LCD_SECOND_ROW);    // GO TO 2ND ROW OF THE 16×2 LCD
0x0270	0x30C0      	MOVLW      192
0x0271	0x00BE      	MOVWF      FARG_Lcd_Cmd_out_char
0x0272	0x20C1      	CALL       _Lcd_Cmd
;MAIN.c,70 :: 		for(i = 0; i < 17; i++) {
0x0273	0x01A0      	CLRF       _i
0x0274	0x01A1      	CLRF       _i+1
L_main14:
0x0275	0x3000      	MOVLW      0
0x0276	0x0221      	SUBWF      _i+1, 0
0x0277	0x1D03      	BTFSS      STATUS, 2
0x0278	0x2A7B      	GOTO       L__main24
0x0279	0x3011      	MOVLW      17
0x027A	0x0220      	SUBWF      _i, 0
L__main24:
0x027B	0x1803      	BTFSC      STATUS, 0
0x027C	0x2A87      	GOTO       L_main15
;MAIN.c,72 :: 		key_get = keypad_wait();
0x027D	0x2181      	CALL       _keypad_wait
0x027E	0x0870      	MOVF       R0, 0
0x027F	0x00B6      	MOVWF      _key_get
;MAIN.c,74 :: 		Lcd_Chr_Cp(key_get);
0x0280	0x0870      	MOVF       R0, 0
0x0281	0x00BD      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x0282	0x2108      	CALL       _Lcd_Chr_CP
;MAIN.c,70 :: 		for(i = 0; i < 17; i++) {
0x0283	0x0AA0      	INCF       _i, 1
0x0284	0x1903      	BTFSC      STATUS, 2
0x0285	0x0AA1      	INCF       _i+1, 1
;MAIN.c,79 :: 		}                                                                   // END FOR
0x0286	0x2A75      	GOTO       L_main14
L_main15:
;MAIN.c,80 :: 		LCD_cmd(_LCD_CLEAR);                                          // CLEAR THE LCD
0x0287	0x3001      	MOVLW      1
0x0288	0x00BE      	MOVWF      FARG_Lcd_Cmd_out_char
0x0289	0x20C1      	CALL       _Lcd_Cmd
;MAIN.c,81 :: 		}                                                                 // END WHILE
0x028A	0x2A69      	GOTO       L_main12
;MAIN.c,82 :: 		}                                                       // MAIN FUNCTION - END
L_end_main:
0x028B	0x2A8B      	GOTO       $+0
; end of _main
Symbol List:
//** Routines locations **
//ADDRESS    SIZE    PROCEDURE
//----------------------------------------------
0x0003       [3]    _Delay_1us
0x0006      [55]    _Mul_32x32_U
0x003D      [13]    _Delay_5500us
0x004A       [7]    _Delay_50us
0x0051     [112]    _VDelay_ms
0x00C1      [64]    _Lcd_Cmd
0x0101       [7]    _____DoICP
0x0108       [8]    _Lcd_Chr_CP
0x0110     [113]    _keypad_read
0x0181      [20]    _keypad_wait
0x0195      [64]    _Lcd_Out
0x01D5      [12]    ___CC2DW
0x01E1      [78]    _Lcd_Init
0x022F      [93]    _main
//** Variables locations ** 
//ADDRESS    SIZE    VARIABLE
//----------------------------------------------
0x0000       [1]    INDF
0x0002       [1]    PCL
0x0003       [1]    STATUS
0x0004       [1]    FSR
0x0006       [1]    PORTB
0x0008       [0]    LCD_D4
0x0008       [0]    RD4_bit
0x0008       [0]    RD5_bit
0x0008       [0]    LCD_D7
0x0008       [0]    LCD_D6
0x0008       [0]    LCD_D5
0x0008       [0]    RD7_bit
0x0008       [1]    PORTD
0x0008       [0]    RD6_bit
0x0009       [0]    LCD_RS
0x0009       [0]    LCD_EN
0x0009       [0]    RE1_bit
0x0009       [0]    RE2_bit
0x000A       [1]    PCLATH
0x0020       [2]    _i
0x0022      [17]    ?lstr1_MAIN
0x0033       [1]    _c_pressed_key
0x0034       [1]    _t
0x0035       [0]    __Lib_Lcd_cmd_status
0x0036       [1]    _key_get
0x0037       [2]    ___DoICPAddr
0x0039       [1]    FARG_Lcd_Out_row
0x003A       [1]    FARG_Lcd_Out_column
0x003B       [1]    FARG_Lcd_Out_text
0x003C       [1]    Lcd_Out_i_L0
0x003D       [1]    FARG_Lcd_Chr_CP_out_char
0x003E       [2]    FARG_VDelay_ms_Time_ms
0x003E       [1]    FARG_Lcd_Cmd_out_char
0x0040       [4]    VDelay_ms_NumberOfCyc_L0
0x0070       [1]    R0
0x0071       [1]    R1
0x0072       [1]    R2
0x0073       [1]    R3
0x0074       [1]    R4
0x0075       [1]    R5
0x0076       [1]    R6
0x0077       [1]    R7
0x0078       [1]    R8
0x0079       [1]    R9
0x007A       [1]    R10
0x007B       [1]    R11
0x007C       [1]    R12
0x007D       [1]    R13
0x007E       [1]    R14
0x007F       [1]    R15
0x0086       [1]    TRISB
0x0088       [0]    TRISD7_bit
0x0088       [1]    TRISD
0x0088       [0]    LCD_D7_Direction
0x0088       [0]    LCD_D6_Direction
0x0088       [0]    TRISD5_bit
0x0088       [0]    TRISD4_bit
0x0088       [0]    LCD_D5_Direction
0x0088       [0]    TRISD6_bit
0x0088       [0]    LCD_D4_Direction
0x0089       [0]    TRISE1_bit
0x0089       [0]    TRISE2_bit
0x0089       [0]    LCD_EN_Direction
0x0089       [0]    LCD_RS_Direction
0x009F       [1]    ADCON1
//** Label List: ** 
//----------------------------------------------
  L_keypad_read0
  L_keypad_read1
  L_keypad_read2
  L_keypad_read3
  L_keypad_read4
  L_keypad_read5
  L_keypad_read6
  L_keypad_read7
  L_keypad_read8
  L_keypad_read9
  L_keypad_read10
  L_keypad_read11
  L_main12
  L_main13
  L_main14
  L_main15
  L_main16
  L_keypad_wait17
  L_keypad_wait18
  L_keypad_wait19
  L_keypad_wait20
  L_keypad_wait21
  L_end_keypad_read
  _keypad_read
  L_end_main
  _main
  L__main24
  L_end_keypad_wait
  _keypad_wait
  L_Delay_10us0
  L_Delay_22us1
  L_Delay_50us2
  L_Delay_80us3
  L_Delay_500us4
  L_Delay_5500us5
  L_Delay_1ms6
  L_Delay_5ms7
  L_Delay_8ms8
  L_Delay_10ms9
  L_Delay_100ms10
  L_Delay_1sec11
  L_boot16_Delay_5ms12
  L_Delay_Cyc13
  L_Delay_Cyc14
  L_VDelay_ms15
  L_VDelay_ms16
  L_VDelay_ms17
  L_VDelay_Advanced_ms18
  L_VDelay_Advanced_ms19
  L_VDelay_Advanced_ms20
  L_end_Get_Fosc_kHz
  _Get_Fosc_kHz
  L_end_Delay_1us
  _Delay_1us
  L_end_Delay_10us
  _Delay_10us
  L_end_Delay_22us
  _Delay_22us
  L_end_Delay_50us
  _Delay_50us
  L_end_Delay_80us
  _Delay_80us
  L_end_Delay_500us
  _Delay_500us
  L_end_Delay_5500us
  _Delay_5500us
  L_end_Delay_1ms
